selection_label,selection_type,layout_signature,seed,rank,sku_id,sku_class,class_index,global_sku_index,demand_weight,pallets_per_sku,representative_access_pallets,reserve_pallets,representative_slot_id,row,col,level,block_id,block_size,access_type,access_side_count,access_sides,effective_access_side,effective_pick_face_row,effective_pick_face_col,effective_depth,horizontal_access_distance,vertical_level,normalized_distance,normalized_depth,normalized_level,slot_cost,representative_assignment_rule,representative_level_preference_met,representative_depth_preference_met,representative_assignment_status,representative_assignment_warning
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A020,A,20,20,0.04,7,1,6,L1__r20__c13__l0,20,13,0,1,51,two_sided,2,"E,W",W,20,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B001,B,1,21,0.005,15,1,14,L1__r21__c13__l0,21,13,0,1,51,two_sided,2,"E,W",W,21,13,1,4,0,0.072727273,0,0,0.072727273,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B002,B,2,22,0.005,15,1,14,L1__r23__c13__l0,23,13,0,1,51,two_sided,2,"E,W",W,23,13,1,4,0,0.072727273,0,0,0.072727273,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B003,B,3,23,0.005,15,1,14,L1__r24__c13__l0,24,13,0,1,51,two_sided,2,"E,W",W,24,13,1,4,0,0.072727273,0,0,0.072727273,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B004,B,4,24,0.005,15,1,14,L1__r25__c13__l0,25,13,0,1,51,two_sided,2,"E,W",W,25,13,1,5,0,0.090909091,0,0,0.090909091,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B005,B,5,25,0.005,15,1,14,L1__r26__c13__l0,26,13,0,1,51,two_sided,2,"E,W",W,26,13,1,6,0,0.109090909,0,0,0.109090909,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B006,B,6,26,0.005,15,1,14,L1__r26__c14__l0,26,14,0,1,51,two_sided,2,"E,W",E,26,14,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B007,B,7,27,0.005,15,1,14,L1__r31__c13__l0,31,13,0,6,51,two_sided,2,"E,W",W,31,13,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B008,B,8,28,0.005,15,1,14,L1__r1__c13__l1,1,13,1,1,51,two_sided,2,"E,W",W,1,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B009,B,9,29,0.005,15,1,14,L1__r2__c13__l1,2,13,1,1,51,two_sided,2,"E,W",W,2,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B010,B,10,30,0.005,15,1,14,L1__r3__c13__l1,3,13,1,1,51,two_sided,2,"E,W",W,3,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B011,B,11,31,0.005,15,1,14,L1__r4__c13__l1,4,13,1,1,51,two_sided,2,"E,W",W,4,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B012,B,12,32,0.005,15,1,14,L1__r5__c13__l1,5,13,1,1,51,two_sided,2,"E,W",W,5,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B013,B,13,33,0.005,15,1,14,L1__r6__c13__l1,6,13,1,1,51,two_sided,2,"E,W",W,6,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B014,B,14,34,0.005,15,1,14,L1__r7__c13__l1,7,13,1,1,51,two_sided,2,"E,W",W,7,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B015,B,15,35,0.005,15,1,14,L1__r8__c13__l1,8,13,1,1,51,two_sided,2,"E,W",W,8,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B016,B,16,36,0.005,15,1,14,L1__r9__c13__l1,9,13,1,1,51,two_sided,2,"E,W",W,9,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B017,B,17,37,0.005,15,1,14,L1__r10__c13__l1,10,13,1,1,51,two_sided,2,"E,W",W,10,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B018,B,18,38,0.005,15,1,14,L1__r11__c13__l1,11,13,1,1,51,two_sided,2,"E,W",W,11,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B019,B,19,39,0.005,15,1,14,L1__r12__c13__l1,12,13,1,1,51,two_sided,2,"E,W",W,12,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B020,B,20,40,0.005,15,1,14,L1__r13__c13__l1,13,13,1,1,51,two_sided,2,"E,W",W,13,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B021,B,21,41,0.005,15,1,14,L1__r14__c13__l1,14,13,1,1,51,two_sided,2,"E,W",W,14,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,1,14,L1__r15__c13__l1,15,13,1,1,51,two_sided,2,"E,W",W,15,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,1,14,L1__r16__c13__l1,16,13,1,1,51,two_sided,2,"E,W",W,16,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,1,14,L1__r17__c13__l1,17,13,1,1,51,two_sided,2,"E,W",W,17,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,1,14,L1__r18__c13__l1,18,13,1,1,51,two_sided,2,"E,W",W,18,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,1,14,L1__r19__c13__l1,19,13,1,1,51,two_sided,2,"E,W",W,19,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B027,B,27,47,0.005,15,1,14,L1__r20__c13__l1,20,13,1,1,51,two_sided,2,"E,W",W,20,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B028,B,28,48,0.005,15,1,14,L1__r21__c13__l1,21,13,1,1,51,two_sided,2,"E,W",W,21,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B029,B,29,49,0.005,15,1,14,L1__r23__c13__l1,23,13,1,1,51,two_sided,2,"E,W",W,23,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B030,B,30,50,0.005,15,1,14,L1__r24__c13__l1,24,13,1,1,51,two_sided,2,"E,W",W,24,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C001,C,1,51,0.001,4,1,3,L1__r24__c26__l7,24,26,7,5,119,two_sided,2,"N,S",S,28,26,5,23,7,0.418181818,1,1,2.418181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C002,C,2,52,0.001,4,1,3,L1__r24__c26__l6,24,26,6,5,119,two_sided,2,"N,S",S,28,26,5,23,6,0.418181818,1,0.857142857,2.275324675,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C003,C,3,53,0.001,4,1,3,L1__r24__c26__l5,24,26,5,5,119,two_sided,2,"N,S",S,28,26,5,23,5,0.418181818,1,0.714285714,2.132467532,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C004,C,4,54,0.001,4,1,3,L1__r24__c26__l4,24,26,4,5,119,two_sided,2,"N,S",S,28,26,5,23,4,0.418181818,1,0.571428571,1.98961039,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C005,C,5,55,0.001,4,1,3,L1__r24__c26__l3,24,26,3,5,119,two_sided,2,"N,S",S,28,26,5,23,3,0.418181818,1,0.428571429,1.846753247,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C006,C,6,56,0.001,4,1,3,L1__r24__c26__l2,24,26,2,5,119,two_sided,2,"N,S",S,28,26,5,23,2,0.418181818,1,0.285714286,1.703896104,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C007,C,7,57,0.001,4,1,3,L1__r24__c26__l1,24,26,1,5,119,two_sided,2,"N,S",S,28,26,5,23,1,0.418181818,1,0.142857143,1.561038961,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C008,C,8,58,0.001,4,1,3,L1__r24__c26__l0,24,26,0,5,119,two_sided,2,"N,S",S,28,26,5,23,0,0.418181818,1,0,1.418181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C009,C,9,59,0.001,4,1,3,L1__r1__c23__l7,1,23,7,2,64,two_sided,2,"E,W",E,1,26,4,48,7,0.872727273,0.75,1,2.622727273,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C010,C,10,60,0.001,4,1,3,L1__r2__c23__l7,2,23,7,2,64,two_sided,2,"E,W",E,2,26,4,47,7,0.854545455,0.75,1,2.604545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C011,C,11,61,0.001,4,1,3,L1__r3__c23__l7,3,23,7,2,64,two_sided,2,"E,W",E,3,26,4,46,7,0.836363636,0.75,1,2.586363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C012,C,12,62,0.001,4,1,3,L1__r4__c23__l7,4,23,7,2,64,two_sided,2,"E,W",E,4,26,4,45,7,0.818181818,0.75,1,2.568181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C013,C,13,63,0.001,4,1,3,L1__r5__c23__l7,5,23,7,2,64,two_sided,2,"E,W",E,5,26,4,44,7,0.8,0.75,1,2.55,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C014,C,14,64,0.001,4,1,3,L1__r6__c23__l7,6,23,7,2,64,two_sided,2,"E,W",E,6,26,4,43,7,0.781818182,0.75,1,2.531818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C015,C,15,65,0.001,4,1,3,L1__r7__c23__l7,7,23,7,2,64,two_sided,2,"E,W",E,7,26,4,42,7,0.763636364,0.75,1,2.513636364,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C016,C,16,66,0.001,4,1,3,L1__r8__c23__l7,8,23,7,2,64,two_sided,2,"E,W",E,8,26,4,41,7,0.745454545,0.75,1,2.495454545,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C017,C,17,67,0.001,4,1,3,L1__r1__c22__l7,1,22,7,2,64,two_sided,2,"E,W",W,1,19,4,39,7,0.709090909,0.75,1,2.459090909,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C018,C,18,68,0.001,4,1,3,L1__r2__c22__l7,2,22,7,2,64,two_sided,2,"E,W",W,2,19,4,38,7,0.690909091,0.75,1,2.440909091,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C019,C,19,69,0.001,4,1,3,L1__r3__c22__l7,3,22,7,2,64,two_sided,2,"E,W",W,3,19,4,37,7,0.672727273,0.75,1,2.422727273,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C020,C,20,70,0.001,4,1,3,L1__r4__c22__l7,4,22,7,2,64,two_sided,2,"E,W",W,4,19,4,36,7,0.654545455,0.75,1,2.404545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C021,C,21,71,0.001,4,1,3,L1__r24__c33__l7,24,33,7,5,119,two_sided,2,"N,S",N,21,33,4,35,7,0.636363636,0.75,1,2.386363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C022,C,22,72,0.001,4,1,3,L1__r5__c22__l7,5,22,7,2,64,two_sided,2,"E,W",W,5,19,4,35,7,0.636363636,0.75,1,2.386363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C023,C,23,73,0.001,4,1,3,L1__r24__c32__l7,24,32,7,5,119,two_sided,2,"N,S",N,21,32,4,34,7,0.618181818,0.75,1,2.368181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C024,C,24,74,0.001,4,1,3,L1__r6__c22__l7,6,22,7,2,64,two_sided,2,"E,W",W,6,19,4,34,7,0.618181818,0.75,1,2.368181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C025,C,25,75,0.001,4,1,3,L1__r24__c31__l7,24,31,7,5,119,two_sided,2,"N,S",N,21,31,4,33,7,0.6,0.75,1,2.35,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C026,C,26,76,0.001,4,1,3,L1__r7__c22__l7,7,22,7,2,64,two_sided,2,"E,W",W,7,19,4,33,7,0.6,0.75,1,2.35,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C027,C,27,77,0.001,4,1,3,L1__r24__c30__l7,24,30,7,5,119,two_sided,2,"N,S",N,21,30,4,32,7,0.581818182,0.75,1,2.331818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C028,C,28,78,0.001,4,1,3,L1__r8__c22__l7,8,22,7,2,64,two_sided,2,"E,W",W,8,19,4,32,7,0.581818182,0.75,1,2.331818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C029,C,29,79,0.001,4,1,3,L1__r24__c29__l7,24,29,7,5,119,two_sided,2,"N,S",N,21,29,4,31,7,0.563636364,0.75,1,2.313636364,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C030,C,30,80,0.001,4,1,3,L1__r24__c28__l7,24,28,7,5,119,two_sided,2,"N,S",N,21,28,4,30,7,0.545454545,0.75,1,2.295454545,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C031,C,31,81,0.001,4,1,3,L1__r25__c33__l7,25,33,7,5,119,two_sided,2,"N,S",S,28,33,4,30,7,0.545454545,0.75,1,2.295454545,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C032,C,32,82,0.001,4,1,3,L1__r24__c27__l7,24,27,7,5,119,two_sided,2,"N,S",N,21,27,4,29,7,0.527272727,0.75,1,2.277272727,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C033,C,33,83,0.001,4,1,3,L1__r25__c32__l7,25,32,7,5,119,two_sided,2,"N,S",S,28,32,4,29,7,0.527272727,0.75,1,2.277272727,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C034,C,34,84,0.001,4,1,3,L1__r25__c31__l7,25,31,7,5,119,two_sided,2,"N,S",S,28,31,4,28,7,0.509090909,0.75,1,2.259090909,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C035,C,35,85,0.001,4,1,3,L1__r23__c26__l7,23,26,7,5,119,two_sided,2,"N,S",N,21,25,4,27,7,0.490909091,0.75,1,2.240909091,C_representative_deterministic_sort,TRUE,TRUE,assigned,
