selection_label,selection_type,layout_signature,seed,rank,sku_id,sku_class,class_index,global_sku_index,demand_weight,pallets_per_sku,reserve_pallets,reserve_pallet_index,reserve_slot_id,row,col,level,block_id,block_size,access_type,access_side_count,access_sides,effective_access_side,effective_pick_face_row,effective_pick_face_col,effective_depth,horizontal_access_distance,vertical_level,normalized_distance,normalized_depth,normalized_level,slot_cost,representative_slot_id,representative_block_id,representative_effective_access_side,same_block_as_representative,same_side_as_representative,reserve_group_id,reserve_assignment_rule,reserve_level_preference_met,reserve_depth_preference_met,reserve_assignment_status,reserve_assignment_warning
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A002,A,2,2,0.04,7,6,5,L1__r9__c13__l2,9,13,2,1,51,two_sided,2,"E,W",W,9,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r2__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A002,A,2,2,0.04,7,6,6,L1__r10__c13__l2,10,13,2,1,51,two_sided,2,"E,W",W,10,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r2__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A003,A,3,3,0.04,7,6,1,L1__r11__c13__l2,11,13,2,1,51,two_sided,2,"E,W",W,11,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r3__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A003,A,3,3,0.04,7,6,2,L1__r12__c13__l2,12,13,2,1,51,two_sided,2,"E,W",W,12,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r3__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A003,A,3,3,0.04,7,6,3,L1__r13__c13__l2,13,13,2,1,51,two_sided,2,"E,W",W,13,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r3__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A003,A,3,3,0.04,7,6,4,L1__r14__c13__l2,14,13,2,1,51,two_sided,2,"E,W",W,14,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r3__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A003,A,3,3,0.04,7,6,5,L1__r15__c13__l2,15,13,2,1,51,two_sided,2,"E,W",W,15,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r3__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A003,A,3,3,0.04,7,6,6,L1__r16__c13__l2,16,13,2,1,51,two_sided,2,"E,W",W,16,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r3__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A004,A,4,4,0.04,7,6,1,L1__r17__c13__l2,17,13,2,1,51,two_sided,2,"E,W",W,17,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r4__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A004,A,4,4,0.04,7,6,2,L1__r18__c13__l2,18,13,2,1,51,two_sided,2,"E,W",W,18,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r4__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A004,A,4,4,0.04,7,6,3,L1__r19__c13__l2,19,13,2,1,51,two_sided,2,"E,W",W,19,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r4__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A004,A,4,4,0.04,7,6,4,L1__r20__c13__l2,20,13,2,1,51,two_sided,2,"E,W",W,20,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r4__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A004,A,4,4,0.04,7,6,5,L1__r21__c13__l2,21,13,2,1,51,two_sided,2,"E,W",W,21,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r4__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A004,A,4,4,0.04,7,6,6,L1__r23__c13__l2,23,13,2,1,51,two_sided,2,"E,W",W,23,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r4__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A005,A,5,5,0.04,7,6,1,L1__r24__c13__l2,24,13,2,1,51,two_sided,2,"E,W",W,24,13,1,4,2,0.072727273,0,0.285714286,0.358441558,L1__r5__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A005,A,5,5,0.04,7,6,2,L1__r25__c13__l2,25,13,2,1,51,two_sided,2,"E,W",W,25,13,1,5,2,0.090909091,0,0.285714286,0.376623377,L1__r5__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A005,A,5,5,0.04,7,6,3,L1__r26__c13__l2,26,13,2,1,51,two_sided,2,"E,W",W,26,13,1,6,2,0.109090909,0,0.285714286,0.394805195,L1__r5__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level2,A_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A005,A,5,5,0.04,7,6,4,L1__r1__c13__l3,1,13,3,1,51,two_sided,2,"E,W",W,1,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r5__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A005,A,5,5,0.04,7,6,5,L1__r2__c13__l3,2,13,3,1,51,two_sided,2,"E,W",W,2,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r5__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A005,A,5,5,0.04,7,6,6,L1__r3__c13__l3,3,13,3,1,51,two_sided,2,"E,W",W,3,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r5__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A006,A,6,6,0.04,7,6,1,L1__r4__c13__l3,4,13,3,1,51,two_sided,2,"E,W",W,4,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r6__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A006,A,6,6,0.04,7,6,2,L1__r5__c13__l3,5,13,3,1,51,two_sided,2,"E,W",W,5,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r6__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A006,A,6,6,0.04,7,6,3,L1__r6__c13__l3,6,13,3,1,51,two_sided,2,"E,W",W,6,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r6__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A006,A,6,6,0.04,7,6,4,L1__r7__c13__l3,7,13,3,1,51,two_sided,2,"E,W",W,7,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r6__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A006,A,6,6,0.04,7,6,5,L1__r8__c13__l3,8,13,3,1,51,two_sided,2,"E,W",W,8,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r6__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A006,A,6,6,0.04,7,6,6,L1__r9__c13__l3,9,13,3,1,51,two_sided,2,"E,W",W,9,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r6__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A007,A,7,7,0.04,7,6,1,L1__r10__c13__l3,10,13,3,1,51,two_sided,2,"E,W",W,10,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r7__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A007,A,7,7,0.04,7,6,2,L1__r11__c13__l3,11,13,3,1,51,two_sided,2,"E,W",W,11,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r7__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A007,A,7,7,0.04,7,6,3,L1__r12__c13__l3,12,13,3,1,51,two_sided,2,"E,W",W,12,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r7__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A007,A,7,7,0.04,7,6,4,L1__r13__c13__l3,13,13,3,1,51,two_sided,2,"E,W",W,13,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r7__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A007,A,7,7,0.04,7,6,5,L1__r14__c13__l3,14,13,3,1,51,two_sided,2,"E,W",W,14,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r7__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A007,A,7,7,0.04,7,6,6,L1__r15__c13__l3,15,13,3,1,51,two_sided,2,"E,W",W,15,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r7__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A008,A,8,8,0.04,7,6,1,L1__r16__c13__l3,16,13,3,1,51,two_sided,2,"E,W",W,16,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r8__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A008,A,8,8,0.04,7,6,2,L1__r17__c13__l3,17,13,3,1,51,two_sided,2,"E,W",W,17,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r8__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A008,A,8,8,0.04,7,6,3,L1__r18__c13__l3,18,13,3,1,51,two_sided,2,"E,W",W,18,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r8__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A008,A,8,8,0.04,7,6,4,L1__r19__c13__l3,19,13,3,1,51,two_sided,2,"E,W",W,19,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r8__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A008,A,8,8,0.04,7,6,5,L1__r20__c13__l3,20,13,3,1,51,two_sided,2,"E,W",W,20,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r8__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A008,A,8,8,0.04,7,6,6,L1__r21__c13__l3,21,13,3,1,51,two_sided,2,"E,W",W,21,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r8__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A009,A,9,9,0.04,7,6,1,L1__r23__c13__l3,23,13,3,1,51,two_sided,2,"E,W",W,23,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r9__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A009,A,9,9,0.04,7,6,2,L1__r24__c13__l3,24,13,3,1,51,two_sided,2,"E,W",W,24,13,1,4,3,0.072727273,0,0.428571429,0.501298701,L1__r9__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A009,A,9,9,0.04,7,6,3,L1__r25__c13__l3,25,13,3,1,51,two_sided,2,"E,W",W,25,13,1,5,3,0.090909091,0,0.428571429,0.519480519,L1__r9__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A009,A,9,9,0.04,7,6,4,L1__r26__c13__l3,26,13,3,1,51,two_sided,2,"E,W",W,26,13,1,6,3,0.109090909,0,0.428571429,0.537662338,L1__r9__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level3,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A009,A,9,9,0.04,7,6,5,L1__r1__c13__l4,1,13,4,1,51,two_sided,2,"E,W",W,1,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r9__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A009,A,9,9,0.04,7,6,6,L1__r2__c13__l4,2,13,4,1,51,two_sided,2,"E,W",W,2,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r9__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A010,A,10,10,0.04,7,6,1,L1__r3__c13__l4,3,13,4,1,51,two_sided,2,"E,W",W,3,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r10__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A010,A,10,10,0.04,7,6,2,L1__r4__c13__l4,4,13,4,1,51,two_sided,2,"E,W",W,4,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r10__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A010,A,10,10,0.04,7,6,3,L1__r5__c13__l4,5,13,4,1,51,two_sided,2,"E,W",W,5,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r10__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A010,A,10,10,0.04,7,6,4,L1__r6__c13__l4,6,13,4,1,51,two_sided,2,"E,W",W,6,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r10__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A010,A,10,10,0.04,7,6,5,L1__r7__c13__l4,7,13,4,1,51,two_sided,2,"E,W",W,7,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r10__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A010,A,10,10,0.04,7,6,6,L1__r8__c13__l4,8,13,4,1,51,two_sided,2,"E,W",W,8,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r10__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A011,A,11,11,0.04,7,6,1,L1__r9__c13__l4,9,13,4,1,51,two_sided,2,"E,W",W,9,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r11__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_A011,A,11,11,0.04,7,6,2,L1__r10__c13__l4,10,13,4,1,51,two_sided,2,"E,W",W,10,13,1,4,4,0.072727273,0,0.571428571,0.644155844,L1__r11__c13__l0,1,W,TRUE,TRUE,L1__block1__sideW__depth1__level4,A_reserve_deterministic_sort,FALSE,TRUE,assigned,preferred reserve level exhausted; overflow slot used
