workload_seed_id,rng_seed,order_id,order_index_within_seed,line_index,line_count,sku_id,sku_class,demand_weight,sampling_rule,line_generation_status,line_generation_warning
1,20260618,W001__O0025,25,3,4,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0025,25,4,4,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0026,26,1,3,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0026,26,2,3,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0026,26,3,3,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0027,27,1,2,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0027,27,2,2,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0028,28,1,2,SKU_B013,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0028,28,2,2,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0029,29,1,2,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0029,29,2,2,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0030,30,1,5,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0030,30,2,5,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0030,30,3,5,SKU_B001,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0030,30,4,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0030,30,5,5,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0031,31,1,4,SKU_C031,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0031,31,2,4,SKU_B011,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0031,31,3,4,SKU_B027,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0031,31,4,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0032,32,1,5,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0032,32,2,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0032,32,3,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0032,32,4,5,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0032,32,5,5,SKU_B016,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0033,33,1,1,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0034,34,1,2,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0034,34,2,2,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0035,35,1,3,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0035,35,2,3,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0035,35,3,3,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0036,36,1,2,SKU_C018,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0036,36,2,2,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0037,37,1,3,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0037,37,2,3,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0037,37,3,3,SKU_B007,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0038,38,1,2,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0038,38,2,2,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0039,39,1,4,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0039,39,2,4,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0039,39,3,4,SKU_B006,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0039,39,4,4,SKU_B024,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0040,40,1,4,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0040,40,2,4,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0040,40,3,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0040,40,4,4,SKU_B024,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0041,41,1,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0041,41,2,5,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0041,41,3,5,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0041,41,4,5,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0041,41,5,5,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0042,42,1,1,SKU_C014,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0043,43,1,2,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0043,43,2,2,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0044,44,1,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0044,44,2,4,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0044,44,3,4,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0044,44,4,4,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0045,45,1,5,SKU_B023,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0045,45,2,5,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0045,45,3,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0045,45,4,5,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0045,45,5,5,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0046,46,1,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0046,46,2,3,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0046,46,3,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0047,47,1,2,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0047,47,2,2,SKU_B006,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0048,48,1,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0048,48,2,5,SKU_C027,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0048,48,3,5,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0048,48,4,5,SKU_C016,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0048,48,5,5,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0049,49,1,5,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0049,49,2,5,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0049,49,3,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0049,49,4,5,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0049,49,5,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0050,50,1,3,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0050,50,2,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0050,50,3,3,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0051,51,1,3,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0051,51,2,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0051,51,3,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0052,52,1,5,SKU_C020,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0052,52,2,5,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0052,52,3,5,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0052,52,4,5,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0052,52,5,5,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0053,53,1,3,SKU_B021,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0053,53,2,3,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0053,53,3,3,SKU_B009,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0054,54,1,2,SKU_B021,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0054,54,2,2,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0055,55,1,1,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0056,56,1,2,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0056,56,2,2,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0057,57,1,1,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0058,58,1,3,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0058,58,2,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0058,58,3,3,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0059,59,1,5,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0059,59,2,5,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0059,59,3,5,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0059,59,4,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0059,59,5,5,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0060,60,1,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0060,60,2,5,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0060,60,3,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0060,60,4,5,SKU_C028,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0060,60,5,5,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0061,61,1,4,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0061,61,2,4,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0061,61,3,4,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0061,61,4,4,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0062,62,1,3,SKU_B014,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0062,62,2,3,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0062,62,3,3,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0063,63,1,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0063,63,2,5,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0063,63,3,5,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0063,63,4,5,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0063,63,5,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0064,64,1,4,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0064,64,2,4,SKU_B011,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0064,64,3,4,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0064,64,4,4,SKU_C037,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0065,65,1,5,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0065,65,2,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0065,65,3,5,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0065,65,4,5,SKU_B014,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0065,65,5,5,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0066,66,1,1,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0067,67,1,3,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0067,67,2,3,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0067,67,3,3,SKU_C046,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0068,68,1,5,SKU_C001,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0068,68,2,5,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0068,68,3,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0068,68,4,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0068,68,5,5,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0069,69,1,2,SKU_B013,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0069,69,2,2,SKU_B011,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0070,70,1,3,SKU_C021,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0070,70,2,3,SKU_B028,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0070,70,3,3,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0071,71,1,4,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0071,71,2,4,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
1,20260618,W001__O0071,71,3,4,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
